record_id,session_id,timestamp_iso,pump_model,firmware_version,entry_time_ms,total_keypresses,large_up_count,small_up_count,small_down_count,large_down_count,correction_count,boundary_hit_count,large_btn_ratio,golden_path_ratio,final_rate_ml_h,intended_rate_ml_h,error_magnitude_ml_h,relative_error,confirmed_incorrect,drug_unit_used,drug_id,drug_name,drug_library_used,guardrail_soft_min,guardrail_soft_max,guardrail_hard_min,guardrail_hard_max,guardrail_warning_shown,guardrail_override,guardrail_blocked,rate_within_soft_limits,vtbi_set,vtbi_value_ml,kvo_rate_ml_h,bolus_delivered,bolus_volume_ml,secondary_infusion,patient_weight_kg,pressure_alarm_level,days_since_maintenance,battery_level_pct,firmware_version_risk,network_connected,drug_library_age_days,config_drift_score,recent_occlusion_alarms,alarms_during_session,risk_label,risk_score,risk_reasons
alaris_0061_ideal,alaris-19d272f77ff-003c,2026-03-25T22:48:35.523Z,alaris_gp,9.12,6580,20,20,0,0,0,0,1,1.0,1.0,1.2,1.385,0.185,0.1336,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,3,81,0,1,13,0.02,0,0,medium,0.42,"['R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']"
alaris_0062_ideal,alaris-19d272f7800-003d,2026-03-25T22:48:35.523Z,alaris_gp,9.12,6581,20,20,0,0,0,0,1,1.0,1.0,1.2,1.638,0.438,0.2674,1,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,27,88,0,1,3,0.012,0,0,high,0.86,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']"
alaris_0063_emergency,alaris-19d272f7801-003e,2026-03-25T22:48:35.523Z,alaris_gp,9.12,2520,12,10,2,0,0,0,0,0.833,1.0,202.0,240.0,38.0,0.1583,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,74,64,0,0,18,0.489,1,0,high,0.875,"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring']"
alaris_0064_ideal,alaris-19d272f7802-003f,2026-03-25T22:48:35.523Z,alaris_gp,9.12,938,3,0,3,0,0,0,0,0.0,1.0,5.0,5.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,20,86,0,1,14,0.017,0,0,low,0.0,[]
alaris_0065_neglected,alaris-19d272f7803-0040,2026-03-25T22:48:35.523Z,alaris_gp,7.2.0,5631,9,5,4,0,0,0,0,0.556,1.0,46.667,47.222,0.555,0.0118,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,0,0,1,0,0,0,70,5,392,27,0,0,258,0.595,2,0,high,0.76,"['R06: No maintenance in >1 year (>365 days)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0066_emergency,alaris-19d272f7804-0041,2026-03-25T22:48:35.523Z,alaris_gp,9.12,4395,21,17,1,3,0,1,0,0.81,0.875,268.0,277.0,9.0,0.0325,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,177,41,0,1,46,0.134,3,0,high,0.82,"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R12: MANUAL mode — no drug library protection', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0067_neglected,alaris-19d272f7805-0042,2026-03-25T22:48:35.523Z,alaris_gp,7.2.0,1903,3,0,1,2,0,1,0,0.0,3.0,5.925,5.925,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,79,5,163,42,0,0,114,0.743,5,0,medium,0.485,"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0068_ideal,alaris-19d272f7806-0043,2026-03-25T22:48:35.523Z,alaris_gp,9.12,3445,9,1,3,5,0,1,0,0.111,1.125,18.0,23.0,5.0,0.2174,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,1,0,0,1,1,510,1,0,0,0,70,5,2,98,0,1,12,0.023,0,0,medium,0.4,['R10: 10% dose error (≥10% relative error)']
alaris_0069_ideal,alaris-19d272f7808-0044,2026-03-25T22:48:35.524Z,alaris_gp,9.12,932,3,0,3,0,0,0,0,0.0,1.0,8.85,8.85,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,59,5,25,89,0,1,8,0.042,0,0,low,0.0,[]
alaris_0070_emergency,alaris-19d272f7809-0045,2026-03-25T22:48:35.524Z,alaris_gp,9.12,2924,14,6,8,0,0,0,0,0.429,1.0,168.0,210.0,42.0,0.2,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,251,64,0,1,27,0.174,2,0,medium,0.455,"['R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']"
alaris_0071_neglected,alaris-19d272f780a-0046,2026-03-25T22:48:35.524Z,alaris_gp,7.2.0,1253,2,0,2,0,0,0,0,0.0,1.0,4.0,4.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,302,31,0,0,141,0.659,1,0,medium,0.35,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0072_neglected,alaris-19d272f780b-0047,2026-03-25T22:48:35.524Z,alaris_gp,7.2.0,7586,12,0,1,6,5,1,0,0.417,1.2,0.945,0.875,0.07,0.08,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,0,0,1,0,0,0,70,5,147,40,0,0,125,0.556,1,0,medium,0.35,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0073_ideal,alaris-19d272f780c-0048,2026-03-25T22:48:35.524Z,alaris_gp,9.12,2830,9,0,9,0,0,0,0,0.0,1.0,21.667,21.667,0.0,0.0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,3,90,0,1,2,0.012,0,0,low,0.0,[]
alaris_0074_ideal,alaris-19d272f780d-0049,2026-03-25T22:48:35.524Z,alaris_gp,9.12,4096,13,6,7,0,0,0,0,0.462,1.0,53.889,53.889,0.0,0.0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,1,510,1,0,0,0,70,5,5,84,0,1,5,0.039,0,0,low,0.0,[]
alaris_0075_ideal,alaris-19d272f780e-004a,2026-03-25T22:48:35.524Z,alaris_gp,9.12,3473,11,0,0,0,11,0,0,1.0,1.0,0.89,0.897,0.007,0.0078,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,11,96,0,1,3,0.035,0,0,low,0.0,[]
alaris_0076_ideal,alaris-19d272f780f-004b,2026-03-25T22:48:35.524Z,alaris_gp,9.12,5346,17,17,0,0,0,0,0,1.0,1.0,1.17,1.145,0.025,0.0218,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,7,94,0,1,2,0.011,0,0,low,0.0,[]
alaris_0077_ideal,alaris-19d272f7810-004c,2026-03-25T22:48:35.524Z,alaris_gp,9.12,1896,6,0,6,0,0,0,0,0.0,1.0,16.0,16.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,5,84,0,1,6,0.016,0,0,low,0.0,[]
alaris_0078_ideal,alaris-19d272f7811-004d,2026-03-25T22:48:35.524Z,alaris_gp,9.12,2237,7,0,0,1,6,0,0,0.857,1.0,0.939,0.925,0.014,0.0151,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,13,86,0,1,10,0.048,0,0,low,0.0,[]
alaris_0079_ideal,alaris-19d272f7812-004e,2026-03-25T22:48:35.524Z,alaris_gp,9.12,3397,9,2,0,7,0,1,0,0.222,2.25,31.725,42.3,10.575,0.25,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,1,0,0,1,1,510,1,0,0,0,94,5,20,100,0,1,7,0.013,0,0,medium,0.4,['R10: 10% dose error (≥10% relative error)']
alaris_0080_neglected,alaris-19d272f7813-004f,2026-03-25T22:48:35.524Z,alaris_gp,7.2.0,5709,9,3,6,0,0,0,0,0.333,1.0,36.667,43.333,6.666,0.1538,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,0,0,0,1,0,0,1,0,0,0,70,5,249,24,0,0,194,0.515,5,0,medium,0.51,"['R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0081_neglected,alaris-19d272f7815-0050,2026-03-25T22:48:35.525Z,alaris_gp,7.2.0,5007,8,8,0,0,0,0,0,1.0,1.0,1.08,1.085,0.005,0.0046,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,207,30,0,0,329,0.649,2,0,medium,0.325,"['R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0082_ideal,alaris-19d272f7816-0051,2026-03-25T22:48:35.525Z,alaris_gp,9.12,1851,6,0,6,0,0,0,0,0.0,1.0,8.0,8.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,26,94,0,1,4,0.014,0,0,low,0.0,[]
alaris_0083_emergency,alaris-19d272f7817-0052,2026-03-25T22:48:35.525Z,alaris_gp,9.12,1463,7,6,1,0,0,0,0,0.857,1.0,161.0,162.0,1.0,0.0062,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,85,68,0,0,6,0.401,3,0,medium,0.485,"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0084_ideal,alaris-19d272f7818-0053,2026-03-25T22:48:35.525Z,alaris_gp,9.12,932,3,0,3,0,0,0,0,0.0,1.0,11.1,11.1,0.0,0.0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1.0,50,0,0,0,1,1,510,1,0,0,0,74,5,23,82,0,1,11,0.044,0,0,low,0.0,[]
alaris_0085_cyber_risk,alaris-19d272f7819-0054,2026-03-25T22:48:35.525Z,alaris_gp,8.1.3,4044,9,1,3,5,0,1,0,0.111,1.125,18.0,24.0,6.0,0.25,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,1,0,0,1,1,510,1,0,0,0,70,5,163,67,1,1,12,0.147,2,0,high,0.74,"['R05: Firmware version has known CVE vulnerability', 'R10: 10% dose error (≥10% relative error)']"
alaris_0086_cyber_risk,alaris-19d272f781a-0055,2026-03-25T22:48:35.525Z,alaris_gp,7.1.0,14720,40,0,0,7,33,0,0,0.825,1.0,0.663,0.64,0.023,0.0359,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,88,70,1,1,23,0.292,2,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0087_ideal,alaris-19d272f781b-0056,2026-03-25T22:48:35.525Z,alaris_gp,9.12,6609,20,20,0,0,0,0,1,1.0,1.0,1.2,2.005,0.805,0.4015,1,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,15,96,0,1,14,0.036,0,0,high,0.86,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R15: Boundary hit during rate entry — operator tested limits']"
alaris_0088_ideal,alaris-19d272f781d-0057,2026-03-25T22:48:35.526Z,alaris_gp,9.12,1272,4,0,4,0,0,0,0,0.0,1.0,6.0,6.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,30,95,0,1,4,0.013,0,0,low,0.0,[]
alaris_0089_emergency,alaris-19d272f781e-0058,2026-03-25T22:48:35.526Z,alaris_gp,9.12,7773,37,29,8,0,0,0,0,0.784,1.0,398.0,346.0,52.0,0.1503,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,75,46,0,0,5,0.357,0,0,high,0.875,"['R04: MANUAL mode with high rate (>200 ml/h) — no library protection', 'R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection', 'R18: Not connected to Gateway — no remote monitoring']"
alaris_0090_ideal,alaris-19d272f781f-0059,2026-03-25T22:48:35.526Z,alaris_gp,9.12,0,0,0,0,0,0,0,0,0.0,1.0,10.0,10.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,10,81,0,1,9,0.009,0,0,low,0.0,[]
alaris_0091_ideal,alaris-19d272f7820-005a,2026-03-25T22:48:35.526Z,alaris_gp,9.12,2233,7,0,7,0,0,0,0,0.0,1.0,9.0,9.0,0.0,0.0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,19,83,0,1,1,0.043,0,0,medium,0.25,['R13: VTBI not set — no infusion completion detection']
alaris_0092_neglected,alaris-19d272f7821-005b,2026-03-25T22:48:35.526Z,alaris_gp,7.2.0,4972,8,0,8,0,0,0,0,0.0,1.0,10.0,9.0,1.0,0.1111,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,119,45,0,0,297,0.574,1,0,medium,0.485,"['R10: 10% dose error (≥10% relative error)', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R19: High configuration drift (>0.5) from hospital standard']"
alaris_0093_ideal,alaris-19d272f7822-005c,2026-03-25T22:48:35.526Z,alaris_gp,9.12,6603,20,20,0,0,0,0,1,1.0,1.0,1.2,1.253,0.053,0.0423,0,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,1,490,1,0,0,0,70,5,23,91,0,1,1,0.008,0,0,medium,0.2,['R15: Boundary hit during rate entry — operator tested limits']
alaris_0094_cyber_risk,alaris-19d272f7823-005d,2026-03-25T22:48:35.526Z,alaris_gp,6.0.2,1076,3,0,0,3,0,0,0,0.0,1.0,7.0,7.0,0.0,0.0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1.0,40,0,0,0,1,1,510,1,0,0,0,70,5,54,83,1,1,9,0.225,1,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0095_ideal,alaris-19d272f7824-005e,2026-03-25T22:48:35.526Z,alaris_gp,9.12,4394,12,7,2,2,1,1,0,0.667,2.0,50.0,56.667,6.667,0.1177,0,mg/h,amiodarone,AMIODARONE,1,10,100,5.0,150,1,0,0,1,1,510,1,0,0,0,70,5,25,86,0,1,11,0.029,0,0,medium,0.4,['R10: 10% dose error (≥10% relative error)']
alaris_0096_emergency,alaris-19d272f7825-005f,2026-03-25T22:48:35.526Z,alaris_gp,9.12,2100,10,8,2,0,0,0,0,0.8,1.0,182.0,231.0,49.0,0.2121,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,173,75,0,1,50,0.365,2,0,medium,0.455,"['R10: 10% dose error (≥10% relative error)', 'R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']"
alaris_0097_cyber_risk,alaris-19d272f7826-0060,2026-03-25T22:48:35.526Z,alaris_gp,8.1.3,376,1,0,1,0,0,0,0,0.0,1.0,3.0,3.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,153,77,1,1,15,0.163,1,0,high,0.7,['R05: Firmware version has known CVE vulnerability']
alaris_0098_emergency,alaris-19d272f7828-0061,2026-03-25T22:48:35.527Z,alaris_gp,9.12,1723,8,0,1,4,3,1,0,0.375,1.333,67.0,69.0,2.0,0.029,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,151,57,0,1,34,0.157,1,0,medium,0.325,"['R12: MANUAL mode — no drug library protection', 'R13: VTBI not set — no infusion completion detection']"
alaris_0099_neglected,alaris-19d272f7829-0062,2026-03-25T22:48:35.527Z,alaris_gp,7.2.0,646,1,0,1,0,0,0,0,0.0,1.0,3.0,3.0,0.0,0.0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,259,35,0,0,130,0.469,3,0,medium,0.48,"['R13: VTBI not set — no infusion completion detection', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
alaris_0100_neglected,alaris-19d272f782a-0063,2026-03-25T22:48:35.527Z,alaris_gp,7.2.0,15275,23,20,0,3,0,1,1,0.87,0.885,1.197,1.909,0.712,0.373,1,U/h,heparin,HEPARIN,1,500,2000,100.0,5000,0,0,0,1,0,0,1,0,0,0,70,5,134,27,0,0,247,0.376,3,0,high,0.98,"['R08: Confirmed wrong value (>10% error and infusion started)', 'R10: 10% dose error (≥10% relative error)', 'R13: VTBI not set — no infusion completion detection', 'R15: Boundary hit during rate entry — operator tested limits', 'R16: Drug library outdated (>90 days since update)', 'R18: Not connected to Gateway — no remote monitoring', 'R20: Recent occlusion alarms (≥3 in last 24h)']"
