record_id,session_id,timestamp_iso,pump_model,firmware_version,entry_time_ms,total_keypresses,large_up_count,small_up_count,small_down_count,large_down_count,correction_count,boundary_hit_count,large_btn_ratio,golden_path_ratio,final_rate_ml_h,intended_rate_ml_h,error_magnitude_ml_h,relative_error,confirmed_incorrect,drug_unit_used,drug_id,drug_name,drug_library_used,guardrail_soft_min,guardrail_soft_max,guardrail_hard_min,guardrail_hard_max,guardrail_warning_shown,guardrail_override,guardrail_blocked,rate_within_soft_limits,vtbi_set,vtbi_value_ml,kvo_rate_ml_h,bolus_delivered,bolus_volume_ml,secondary_infusion,patient_weight_kg,pressure_alarm_level,days_since_maintenance,battery_level_pct,firmware_version_risk,network_connected,drug_library_age_days,config_drift_score,recent_occlusion_alarms,alarms_during_session,risk_label,risk_score,risk_reasons
alaris_0060_ideal,alaris-19d1a8c1703-003b,2026-03-23T11:54:41.736Z,alaris_gp,9.12,2515,8,0,8,0,0,0,0,0,1,10,10,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,12,99,0,1,3,0.046,0,0,low,0,""
alaris_0061_ideal,alaris-19d1a8c1704-003c,2026-03-23T11:54:41.736Z,alaris_gp,9.12,1882,6,0,6,0,0,0,0,0,1,8,8,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,7,99,0,1,14,0.029,0,0,low,0,""
alaris_0062_ideal,alaris-19d1a8c1705-003d,2026-03-23T11:54:41.736Z,alaris_gp,9.12,611,2,0,2,0,0,0,0,0,1,4,4,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,29,91,0,1,13,0.001,0,0,low,0,""
alaris_0063_emergency,alaris-19d1a8c1706-003e,2026-03-23T11:54:41.736Z,alaris_gp,9.12,5307,25,15,8,2,0,1,0,0.6,1.19,256,230,26,0.113,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,7,43,0,1,33,0.301,3,0,high,0.86,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0064_emergency,alaris-19d1a8c1707-003f,2026-03-23T11:54:41.736Z,alaris_gp,9.12,2314,11,0,0,4,7,0,0,0.636,1,26,29,3,0.1034,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,162,55,0,0,58,0.492,2,0,medium,0.46,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R18: Not connected to Gateway — no remote monitoring"
alaris_0065_ideal,alaris-19d1a8c1708-0040,2026-03-23T11:54:41.736Z,alaris_gp,9.12,7308,22,20,0,2,0,1,1,0.909,0.815,1.198,1.65,0.452,0.2739,1,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,15,99,0,1,14,0.035,0,0,high,0.86,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R15: Boundary hit during rate entry — operator tested limits"
alaris_0066_neglected,alaris-19d1a8c1709-0041,2026-03-23T11:54:41.736Z,alaris_gp,7.2.0,5018,8,2,6,0,0,0,0,0.25,1,31.111,28.333,2.778,0.098,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,0,0,1,0,0,0,70,5,394,40,0,0,315,0.454,3,0,high,0.77,"R06: No maintenance in >1 year (>365 days)|R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0067_emergency,alaris-19d1a8c170a-0042,2026-03-23T11:54:41.736Z,alaris_gp,9.12,8406,40,29,9,2,0,1,0,0.725,1.111,397,309,88,0.2848,1,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,92,58,0,1,41,0.12,1,0,high,0.97,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0068_emergency,alaris-19d1a8c170b-0043,2026-03-23T11:54:41.736Z,alaris_gp,9.12,5470,26,18,8,0,0,0,0,0.692,1,288,262,26,0.0992,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,490,1,0,0,0,70,5,206,32,0,1,20,0.284,3,0,high,0.82,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R12: MANUAL mode — no drug library protection|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0069_neglected,alaris-19d1a8c170d-0044,2026-03-23T11:54:41.737Z,alaris_gp,7.2.0,3140,5,0,5,0,0,0,0,0,1,7,7,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,105,27,0,0,217,0.683,5,0,medium,0.51,"R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0070_ideal,alaris-19d1a8c170e-0045,2026-03-23T11:54:41.737Z,alaris_gp,9.12,6646,20,20,0,0,0,0,1,1,1,1.2,1.259,0.059,0.0469,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,1,490,1,0,0,0,70,5,14,96,0,1,14,0.002,0,0,medium,0.2,"R15: Boundary hit during rate entry — operator tested limits"
alaris_0071_ideal,alaris-19d1a8c170f-0046,2026-03-23T11:54:41.737Z,alaris_gp,9.12,6898,20,7,6,6,1,1,0,0.4,3.333,50,58.333,8.333,0.1429,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,1,0,0,1,1,510,1,0,0,0,70,5,30,80,0,1,8,0.015,0,0,medium,0.4,"R10: 10% dose error (≥10% relative error)"
alaris_0072_emergency,alaris-19d1a8c1710-0047,2026-03-23T11:54:41.737Z,alaris_gp,9.12,2762,13,4,9,0,0,0,0,0.308,1,149,207,58,0.2802,1,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,91,62,0,1,40,0.287,1,0,high,0.895,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0073_neglected,alaris-19d1a8c1711-0048,2026-03-23T11:54:41.737Z,alaris_gp,7.2.0,4468,7,0,7,0,0,0,0,0,1,9,8,1,0.125,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,290,39,0,0,219,0.427,4,0,medium,0.48,"R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0074_neglected,alaris-19d1a8c1712-0049,2026-03-23T11:54:41.737Z,alaris_gp,7.2.0,4336,5,1,1,3,0,1,0,0.2,0.625,18,20,2,0.1,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,1,0,0,1,1,510,1,0,0,0,70,5,235,24,0,0,289,0.553,1,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0075_ideal,alaris-19d1a8c1713-004a,2026-03-23T11:54:41.737Z,alaris_gp,9.12,2198,7,0,7,0,0,0,0,0,1,17,17,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,22,90,0,1,0,0.042,0,0,low,0,""
alaris_0076_cyber_risk,alaris-19d1a8c1714-004b,2026-03-23T11:54:41.737Z,alaris_gp,6.0.2,1459,4,0,4,0,0,0,0,0,1,14,14,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,157,79,1,1,28,0.222,1,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0077_ideal,alaris-19d1a8c1715-004c,2026-03-23T11:54:41.737Z,alaris_gp,9.12,2529,8,0,3,5,0,1,0,0,4,8,8,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,22,98,0,1,11,0.027,0,0,low,0,""
alaris_0078_cyber_risk,alaris-19d1a8c1716-004d,2026-03-23T11:54:41.737Z,alaris_gp,8.05,4312,10,1,3,6,0,1,0,0.1,1.429,9,15,6,0.4,1,mg/h,morphine,MORPHINE,1,1,10,0.5,20,1,0,0,1,1,510,1,0,0,0,70,5,111,90,1,1,30,0.186,2,0,high,0.91,"R05: Firmware version has known CVE vulnerability|R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)"
alaris_0079_cyber_risk,alaris-19d1a8c1717-004e,2026-03-23T11:54:41.737Z,alaris_gp,8.1.3,715,2,0,2,0,0,0,0,0,1,4,4,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,178,75,1,1,24,0.016,1,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0080_emergency,alaris-19d1a8c1718-004f,2026-03-23T11:54:41.737Z,alaris_gp,9.12,2682,13,0,0,6,7,0,0,0.538,1,24,19,5,0.2632,1,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,236,32,0,1,33,0.346,0,0,high,0.895,"R08: Confirmed wrong value (>10% error and infusion started)|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0081_neglected,alaris-19d1a8c171a-0050,2026-03-23T11:54:41.738Z,alaris_gp,7.2.0,604,1,0,0,1,0,0,0,0,1,1,1,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,106,34,0,0,260,0.425,4,0,medium,0.455,"R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0082_ideal,alaris-19d1a8c171b-0051,2026-03-23T11:54:41.738Z,alaris_gp,9.12,615,2,0,0,2,0,0,0,0,1,3.769,3.769,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,67,5,19,85,0,1,11,0.001,0,0,low,0,""
alaris_0083_neglected,alaris-19d1a8c171c-0052,2026-03-23T11:54:41.738Z,alaris_gp,7.2.0,0,4,1,2,1,0,1,0,0.25,2,13,13,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,1,1,0,0,0,0,1,0,0,0,70,5,322,15,0,0,349,0.524,2,0,medium,0.595,"R11: Soft guardrail warning overridden by operator|R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R17: Battery critically low (<20%)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0084_cyber_risk,alaris-19d1a8c171d-0053,2026-03-23T11:54:41.738Z,alaris_gp,8.1.3,2223,6,1,5,0,0,0,0,0.167,1,30,31.5,1.5,0.0476,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,0,0,1,0,0,0,80,5,97,64,1,1,17,0.171,0,0,high,0.725,"R05: Firmware version has known CVE vulnerability|R13: VTBI not set — no infusion completion detection"
alaris_0085_emergency,alaris-19d1a8c171e-0054,2026-03-23T11:54:41.738Z,alaris_gp,9.12,1267,6,0,0,1,5,0,0,0.833,1,49,64,15,0.2344,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,173,59,0,0,1,0.263,2,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0086_ideal,alaris-19d1a8c171f-0055,2026-03-23T11:54:41.738Z,alaris_gp,9.12,329,1,0,1,0,0,0,0,0,1,3,3,0,0,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,17,80,0,1,6,0.029,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0087_neglected,alaris-19d1a8c1720-0056,2026-03-23T11:54:41.738Z,alaris_gp,7.2.0,13252,20,20,0,0,0,0,1,1,1,1.2,1.145,0.055,0.048,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,216,36,0,0,110,0.37,1,0,medium,0.37,"R13: VTBI not set — no infusion completion detection|R15: Boundary hit during rate entry — operator tested limits|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring"
alaris_0088_ideal,alaris-19d1a8c1721-0057,2026-03-23T11:54:41.738Z,alaris_gp,9.12,1908,6,0,6,0,0,0,0,0,1,8,8,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,2,82,0,1,1,0.013,0,0,low,0,""
alaris_0089_ideal,alaris-19d1a8c1722-0058,2026-03-23T11:54:41.738Z,alaris_gp,9.12,2803,9,0,9,0,0,0,0,0,1,19,19,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,3,85,0,1,4,0.028,0,0,low,0,""
alaris_0090_ideal,alaris-19d1a8c1723-0059,2026-03-23T11:54:41.738Z,alaris_gp,9.12,1236,4,0,4,0,0,0,0,0,1,6,6,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,8,91,0,1,6,0.049,0,0,low,0,""
alaris_0091_ideal,alaris-19d1a8c1724-005a,2026-03-23T11:54:41.738Z,alaris_gp,9.12,3753,12,4,8,0,0,0,0,0.333,1,43.333,43.333,0,0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,13,100,0,1,10,0.03,0,0,low,0,""
alaris_0092_ideal,alaris-19d1a8c1725-005b,2026-03-23T11:54:41.738Z,alaris_gp,9.12,303,1,0,0,1,0,0,0,0,1,9,9,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,20,92,0,1,5,0.035,0,0,low,0,""
alaris_0093_neglected,alaris-19d1a8c1726-005c,2026-03-23T11:54:41.738Z,alaris_gp,7.2.0,5063,8,0,8,0,0,0,0,0,1,10,12,2,0.1667,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,202,40,0,0,167,0.758,5,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0094_ideal,alaris-19d1a8c1727-005d,2026-03-23T11:54:41.738Z,alaris_gp,9.12,4426,12,7,2,2,1,1,0,0.667,2,50,56.667,6.667,0.1177,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,1,0,0,1,1,510,1,0,0,0,70,5,8,99,0,1,13,0.028,0,0,medium,0.4,"R10: 10% dose error (≥10% relative error)"
alaris_0095_ideal,alaris-19d1a8c1728-005e,2026-03-23T11:54:41.738Z,alaris_gp,9.12,11703,37,0,0,2,35,0,0,0.946,1,0.648,0.654,0.006,0.0092,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,27,91,0,1,9,0.037,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0096_emergency,alaris-19d1a8c172a-005f,2026-03-23T11:54:41.739Z,alaris_gp,9.12,2318,11,3,8,0,0,0,0,0.273,1,138,143,5,0.035,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,225,60,0,1,16,0.159,0,0,medium,0.325,"R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0097_neglected,alaris-19d1a8c172b-0060,2026-03-23T11:54:41.739Z,alaris_gp,7.2.0,2533,4,0,4,0,0,0,0,0,1,12.15,13.5,1.35,0.1,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,72,5,273,24,0,0,131,0.417,1,0,medium,0.455,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring"
alaris_0098_neglected,alaris-19d1a8c172c-0061,2026-03-23T11:54:41.739Z,alaris_gp,7.2.0,4506,7,1,6,0,0,0,0,0.143,1,25.556,23.333,2.223,0.0953,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,135,23,0,0,119,0.471,3,0,medium,0.455,"R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0099_ideal,alaris-19d1a8c172d-0062,2026-03-23T11:54:41.739Z,alaris_gp,9.12,3165,10,2,8,0,0,0,0,0.2,1,32.222,31.667,0.555,0.0175,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,3,87,0,1,6,0.039,0,0,low,0,""
alaris_0100_ideal,alaris-19d1a8c172e-0063,2026-03-23T11:54:41.739Z,alaris_gp,9.12,1598,5,4,1,0,0,0,0,0.8,1,39.444,40,0.556,0.0139,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,13,96,0,1,9,0.041,0,0,low,0,""
alaris_0101_ideal,alaris-19d1a8c172f-0064,2026-03-23T11:54:41.739Z,alaris_gp,9.12,1869,6,1,5,0,0,0,0,0.167,1,32.625,32.625,0,0,0,µg/kg/min,dopamine,DOPAMINE,1,2,20,1,50,0,0,0,1,1,510,1,0,0,0,87,5,19,97,0,1,4,0.035,0,0,low,0,""
alaris_0102_neglected,alaris-19d1a8c1730-0065,2026-03-23T11:54:41.739Z,alaris_gp,7.2.0,6356,9,0,8,1,0,1,1,0,1.286,9,8,1,0.125,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,180,39,0,0,208,0.477,4,0,medium,0.475,"R10: 10% dose error (≥10% relative error)|R15: Boundary hit during rate entry — operator tested limits|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0103_ideal,alaris-19d1a8c1731-0066,2026-03-23T11:54:41.739Z,alaris_gp,9.12,1864,6,0,0,6,0,0,0,0,1,13.333,13.333,0,0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,13,87,0,1,10,0.026,0,0,low,0,""
alaris_0104_ideal,alaris-19d1a8c1732-0067,2026-03-23T11:54:41.739Z,alaris_gp,9.12,4105,13,2,9,2,0,1,0,0.154,1.444,31.667,31.111,0.556,0.0179,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,22,90,0,1,11,0.034,0,0,low,0,""
alaris_0105_cyber_risk,alaris-19d1a8c1733-0068,2026-03-23T11:54:41.739Z,alaris_gp,8.1.3,2608,7,0,5,2,0,1,0,0,2.333,13,13,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,0,0,1,0,0,0,70,5,133,61,1,1,24,0.288,2,0,high,0.725,"R05: Firmware version has known CVE vulnerability|R13: VTBI not set — no infusion completion detection"
alaris_0106_cyber_risk,alaris-19d1a8c1734-0069,2026-03-23T11:54:41.739Z,alaris_gp,7.1.0,2944,8,0,8,0,0,0,0,0,1,10,10,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,508,1,0,0,0,70,5,151,89,1,1,24,0.264,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0107_ideal,alaris-19d1a8c1735-006a,2026-03-23T11:54:41.739Z,alaris_gp,9.12,320,1,0,1,0,0,0,0,0,1,3,3,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,1,510,1,0,0,0,70,5,29,96,0,1,13,0.008,0,0,low,0,""
alaris_0108_emergency,alaris-19d1a8c1736-006b,2026-03-23T11:54:41.739Z,alaris_gp,9.12,2096,10,0,0,4,6,0,0,0.6,1,36,30,6,0.2,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,48,60,0,1,31,0.379,0,0,medium,0.455,"R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection"
alaris_0109_emergency,alaris-19d1a8c1737-006c,2026-03-23T11:54:41.739Z,alaris_gp,9.12,4696,22,19,1,2,0,1,0,0.864,0.815,289,272,17,0.0625,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,155,65,0,1,0,0.275,0,0,high,0.78,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R12: MANUAL mode — no drug library protection"
alaris_0110_neglected,alaris-19d1a8c1739-006d,2026-03-23T11:54:41.740Z,alaris_gp,7.2.0,14757,22,20,0,2,0,1,1,0.909,0.815,1.198,1.506,0.308,0.2045,0,U/h,heparin,HEPARIN,1,500,2000,100,5000,0,0,0,1,0,0,1,0,0,0,70,5,306,15,0,0,211,0.326,5,0,medium,0.535,"R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R15: Boundary hit during rate entry — operator tested limits|R16: Drug library outdated (>90 days since update)|R17: Battery critically low (<20%)|R18: Not connected to Gateway — no remote monitoring|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0111_neglected,alaris-19d1a8c173a-006e,2026-03-23T11:54:41.740Z,alaris_gp,7.2.0,7774,12,0,9,3,0,1,0,0,2,16,19,3,0.1579,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,226,16,0,0,318,0.414,2,0,medium,0.49,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R17: Battery critically low (<20%)|R18: Not connected to Gateway — no remote monitoring"
alaris_0112_ideal,alaris-19d1a8c173b-006f,2026-03-23T11:54:41.740Z,alaris_gp,9.12,1280,4,0,4,0,0,0,0,0,1,6,6,0,0,0,U/h,insulin,INSULIN,1,1,10,0.5,50,0,0,0,1,0,0,1,0,0,0,70,5,25,84,0,1,5,0.049,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0113_emergency,alaris-19d1a8c173c-0070,2026-03-23T11:54:41.740Z,alaris_gp,9.12,6144,29,19,7,3,0,1,0,0.655,1.261,294,373,79,0.2118,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,0,0,1,0,0,0,70,5,293,64,0,0,36,0.147,1,0,high,0.875,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection|R13: VTBI not set — no infusion completion detection|R18: Not connected to Gateway — no remote monitoring"
alaris_0114_ideal,alaris-19d1a8c173d-0071,2026-03-23T11:54:41.740Z,alaris_gp,9.12,2858,9,0,9,0,0,0,0,0,1,19,18,1,0.0556,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,0,0,1,0,0,0,70,5,20,92,0,1,1,0.025,0,0,medium,0.25,"R13: VTBI not set — no infusion completion detection"
alaris_0115_neglected,alaris-19d1a8c173e-0072,2026-03-23T11:54:41.740Z,alaris_gp,7.2.0,4475,7,0,7,0,0,0,0,0,1,9,8,1,0.125,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,1,510,1,0,0,0,70,5,126,32,0,0,248,0.764,1,0,medium,0.485,"R10: 10% dose error (≥10% relative error)|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard"
alaris_0116_ideal,alaris-19d1a8c173f-0073,2026-03-23T11:54:41.740Z,alaris_gp,9.12,2565,8,0,8,0,0,0,0,0,1,18,18,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,17,99,0,1,2,0.008,0,0,low,0,""
alaris_0117_neglected,alaris-19d1a8c1740-0074,2026-03-23T11:54:41.740Z,alaris_gp,7.2.0,5114,8,0,8,0,0,0,0,0,1,10,9,1,0.1111,0,mg/h,morphine,MORPHINE,1,1,10,0.5,20,0,0,0,1,0,0,1,0,0,0,70,5,135,20,0,0,315,0.784,4,0,medium,0.51,"R10: 10% dose error (≥10% relative error)|R13: VTBI not set — no infusion completion detection|R16: Drug library outdated (>90 days since update)|R18: Not connected to Gateway — no remote monitoring|R19: High configuration drift (>0.5) from hospital standard|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0118_ideal,alaris-19d1a8c1741-0075,2026-03-23T11:54:41.740Z,alaris_gp,9.12,3467,11,6,5,0,0,0,0,0.545,1,52.778,52.222,0.556,0.0106,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,25,100,0,1,11,0.006,0,0,low,0,""
alaris_0119_emergency,alaris-19d1a8c1742-0076,2026-03-23T11:54:41.740Z,alaris_gp,9.12,4383,21,16,5,0,0,0,0,0.762,1,265,253,12,0.0474,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,499,1,0,0,0,70,5,35,41,0,1,47,0.448,3,0,high,0.82,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R12: MANUAL mode — no drug library protection|R20: Recent occlusion alarms (≥3 in last 24h)"
alaris_0120_cyber_risk,alaris-19d1a8c1743-0077,2026-03-23T11:54:41.740Z,alaris_gp,6.0.2,4344,12,4,8,0,0,0,0,0.333,1,43.333,43.333,0,0,0,mg/h,amiodarone,AMIODARONE,1,10,100,5,150,0,0,0,1,1,510,1,0,0,0,70,5,148,85,1,1,27,0.257,0,0,high,0.7,"R05: Firmware version has known CVE vulnerability"
alaris_0121_ideal,alaris-19d1a8c1744-0078,2026-03-23T11:54:41.740Z,alaris_gp,9.12,631,2,0,2,0,0,0,0,0,1,12,12,0,0,0,mmol/h,kcl,KCl 20mmol,1,5,20,1,40,0,0,0,1,1,510,1,0,0,0,70,5,26,98,0,1,12,0.005,0,0,low,0,""
alaris_0122_emergency,alaris-19d1a8c1746-0079,2026-03-23T11:54:41.741Z,alaris_gp,9.12,4580,22,16,6,0,0,0,0,0.727,1,266,316,50,0.1582,0,ml/h,manual,MANUAL ml/h,0,1,1200,0.1,1200,0,0,0,1,1,510,1,0,0,0,70,5,27,64,0,1,56,0.349,2,0,high,0.82,"R04: MANUAL mode with high rate (>200 ml/h) — no library protection|R10: 10% dose error (≥10% relative error)|R12: MANUAL mode — no drug library protection"
